trajet_id,latitude,longitude
4187532,50.680756,10.908717
4187532,50.68074,10.908674
4187532,50.6807,10.90857
4187532,50.680674,10.908509
4187532,50.680656,10.908468
4187532,50.68053,10.908151
4187532,50.680488,10.908058
4187532,50.680467,10.908011
4187532,50.68044,10.907962
4187532,50.680415,10.907928
4187532,50.680398,10.9079
4187532,50.680375,10.907865
4187532,50.680352,10.907831
4187532,50.68033,10.907797
4187532,50.680307,10.90777
4187532,50.680287,10.907743
4187532,50.680266,10.90772
4187532,50.680245,10.907698
4187532,50.680222,10.907672
4187532,50.680199,10.90765
4187532,50.680177,10.907632
4187532,50.680155,10.907615
4187532,50.680132,10.907598
4187532,50.680108,10.907583
4187532,50.680085,10.907568
4187532,50.680064,10.907553
4187532,50.680044,10.907537
4187532,50.680024,10.907521
4187532,50.680004,10.907508
4187532,50.679986,10.907495
4187532,50.679963,10.907482
4187532,50.67995,10.907476
4187532,50.679932,10.907467
4187532,50.679913,10.90746
4187532,50.679898,10.907449
4187532,50.67988,10.907444
4187532,50.67986,10.907441
4187532,50.679842,10.907429
4187532,50.679823,10.907423
4187532,50.679804,10.907413
4187532,50.679787,10.907405
4187532,50.679772,10.907397
4187532,50.679754,10.90739
4187532,50.679736,10.907382
4187532,50.679718,10.907371
4187532,50.679699,10.907365
4187532,50.679676,10.90736
4187532,50.679661,10.907359
4187532,50.679642,10.907352
4187532,50.679623,10.907346
4187532,50.679602,10.907342
4187532,50.679585,10.907337
4187532,50.679568,10.907329
4187532,50.679548,10.907322
4187532,50.679529,10.907315
4187532,50.679505,10.907307
4187532,50.679488,10.9073
4187532,50.679471,10.907291
4187532,50.679454,10.907284
4187532,50.679434,10.907275
4187532,50.67941,10.907266
4187532,50.679392,10.907257
4187532,50.679372,10.907253
4187532,50.679355,10.907248
4187532,50.679333,10.907238
4187532,50.67931,10.90723
4187532,50.679289,10.907219
4187532,50.679263,10.907204
4187532,50.679241,10.907194
4187532,50.679223,10.907182
4187532,50.679202,10.907171
4187532,50.679176,10.907157
4187532,50.679153,10.907146
4187532,50.679135,10.907136
4187532,50.679114,10.907123
4187532,50.679093,10.90711
4187532,50.679066,10.907091
4187532,50.679044,10.907079
4187532,50.679028,10.90707
4187532,50.679007,10.907055
4187532,50.678985,10.907038
4187532,50.67896,10.907018
4187532,50.678938,10.907005
4187532,50.678914,10.906991
4187532,50.678892,10.906977
4187532,50.678874,10.906963
4187532,50.678853,10.906942
4187532,50.678832,10.906919
4187532,50.678811,10.906899
4187532,50.678785,10.90687
4187532,50.678771,10.906845
4187532,50.678751,10.906826
4187532,50.678725,10.906801
4187532,50.678705,10.906779
4187532,50.678687,10.90676
4187532,50.678666,10.906734
4187532,50.678648,10.906708
4187532,50.678622,10.906678
4187532,50.678599,10.906654
4187532,50.678579,10.906631
4187532,50.678563,10.90661
4187532,50.678543,10.906582
4187532,50.678523,10.906558
4187532,50.678496,10.906528
4187532,50.678481,10.906501
4187532,50.67846,10.906471
4187532,50.678444,10.906452
4187532,50.678422,10.906429
4187532,50.678402,10.906403
4187532,50.678376,10.906369
4187532,50.678356,10.906341
4187532,50.678339,10.906321
4187532,50.678317,10.906297
4187532,50.678294,10.906273
4187532,50.678266,10.906242
4187532,50.678242,10.906213
4187532,50.678224,10.906191
4187532,50.6782,10.906163
4187532,50.678176,10.906135
4187532,50.678147,10.906103
4187532,50.678123,10.906076
4187532,50.678103,10.906055
4187532,50.67808,10.906028
4187532,50.678058,10.906001
4187532,50.678028,10.905971
4187532,50.678009,10.905953
4187532,50.677984,10.905934
4187532,50.67796,10.905913
4187532,50.677936,10.90589
4187532,50.677908,10.905869
4187532,50.677876,10.905847
4187532,50.677849,10.905828
4187532,50.677829,10.905812
4187532,50.677802,10.905791
4187532,50.677776,10.905771
4187532,50.677635,10.90569
4187532,50.677524,10.905635
4187532,50.677312,10.905528
4187532,50.67718,10.905462
4187532,50.677155,10.905446
4187532,50.677123,10.905434
4187532,50.6771,10.905433
4187532,50.677071,10.905435
4187532,50.677049,10.905438
4187532,50.67703,10.905443
4187532,50.67701,10.905465
4187532,50.677001,10.905482
4187532,50.676991,10.905504
4187532,50.676982,10.905515
4187532,50.676979,10.905514
4187532,50.676979,10.905514
4187532,50.676979,10.905514
4187532,50.676979,10.905514
4187532,50.676979,10.905514
4187532,50.676979,10.905514
4187532,50.676979,10.905514
4187532,50.676979,10.905514
4187532,50.676979,10.905514
4187532,50.676979,10.905514
4187532,50.676979,10.905514
4187532,50.676979,10.905514
4187532,50.676979,10.905514
4187532,50.676979,10.905514
4187532,50.676902,10.905526
4187532,50.67681,10.90552
4187532,50.676779,10.90552
4187532,50.676752,10.905514
4187532,50.676723,10.905504
4187532,50.6767,10.905492
4187532,50.676655,10.90547
4187532,50.676632,10.905462
4187532,50.676609,10.905459
4187532,50.676583,10.905455
4187532,50.676562,10.905447
4187532,50.676538,10.905435
4187532,50.676509,10.90543
4187532,50.676485,10.905421
4187532,50.676454,10.905414
4187532,50.676421,10.905405
4187532,50.676388,10.90539
4187532,50.676318,10.905375
4187532,50.67629,10.905372
4187532,50.676265,10.905369
4187532,50.676188,10.905365
4187532,50.676157,10.90533
4187532,50.67613,10.905315
4187532,50.676052,10.905253
4187532,50.676026,10.905231
4187532,50.675994,10.905217
4187532,50.675964,10.905202
4187532,50.67594,10.905165
4187532,50.675903,10.905136
4187532,50.67587,10.905115
4187532,50.675834,10.905086
4187532,50.675795,10.90507
4187532,50.675756,10.905053
4187532,50.675725,10.905042
4187532,50.675695,10.905049
4187532,50.67567,10.905024
4187532,50.675638,10.904976
4187532,50.675605,10.904934
4187532,50.675578,10.904908
4187532,50.67555,10.904891
4187532,50.675523,10.904869
4187532,50.675493,10.904852
4187532,50.675461,10.904844
4187532,50.675434,10.90483
4187532,50.675406,10.904811
4187532,50.67538,10.904795
4187532,50.675354,10.904775
4187532,50.675326,10.904755
4187532,50.6753,10.904738
4187532,50.675272,10.904721
4187532,50.675243,10.904707
4187532,50.675216,10.904692
4187532,50.67519,10.904673
4187532,50.675168,10.904651
4187532,50.675144,10.90463
4187532,50.675115,10.904618
4187532,50.675085,10.904603
4187532,50.675056,10.904583
4187532,50.675027,10.904564
4187532,50.675,10.904547
4187532,50.674978,10.904523
4187532,50.674958,10.904499
4187532,50.674941,10.904476
4187532,50.674923,10.904454
4187532,50.674902,10.904431
4187532,50.674885,10.904409
4187532,50.674867,10.904389
4187532,50.674852,10.904368
4187532,50.674839,10.90435
4187532,50.674826,10.904331
4187532,50.674813,10.904306
4187532,50.6748,10.904278
4187532,50.674787,10.904252
4187532,50.674772,10.904229
4187532,50.674758,10.904206
4187532,50.674748,10.904183
4187532,50.674739,10.904158
4187532,50.674728,10.904137
4187532,50.674719,10.904115
4187532,50.674713,10.904091
4187532,50.674703,10.904062
4187532,50.674694,10.904033
4187532,50.674688,10.904002
4187532,50.674689,10.903973
4187532,50.674695,10.903947
4187532,50.674709,10.903928
4187532,50.674724,10.903913
4187532,50.674739,10.903902
4187532,50.674752,10.903895
4187532,50.674758,10.903884
4187532,50.67476,10.903862
4187532,50.674752,10.903831
4187532,50.674738,10.903806
4187532,50.674724,10.903785
4187532,50.674708,10.903766
4187532,50.674692,10.903744
4187532,50.674675,10.903723
4187532,50.674661,10.9037
4187532,50.674647,10.903675
4187532,50.67463,10.90365
4187532,50.674612,10.903625
4187532,50.674595,10.903598
4187532,50.67458,10.903573
4187532,50.674565,10.903551
4187532,50.67455,10.903532
4187532,50.674536,10.903506
4187532,50.674521,10.903469
4187532,50.674498,10.903441
4187532,50.674467,10.903419
4187532,50.674447,10.903395
4187532,50.674423,10.903379
4187532,50.67441,10.903367
4187532,50.674398,10.90335
4187532,50.674383,10.90333
4187532,50.674355,10.903328
4187532,50.674326,10.903315
4187532,50.674306,10.903305
4187532,50.674285,10.903293
4187532,50.67427,10.903276
4187532,50.674259,10.903252
4187532,50.674253,10.903228
4187532,50.674256,10.903196
4187532,50.674265,10.903175
4187532,50.67428,10.90316
4187532,50.674297,10.903156
4187532,50.674313,10.903161
4187532,50.674326,10.903171
4187532,50.674338,10.903178
4187532,50.674352,10.903181
4187532,50.674364,10.90318
4187532,50.674375,10.903182
4187532,50.674387,10.903179
4187532,50.674396,10.903168
4187532,50.674397,10.903148
4187532,50.674392,10.903124
4187532,50.67438,10.903098
4187532,50.67437,10.903079
4187532,50.674351,10.903074
4187532,50.67432,10.903069
4187532,50.674301,10.903048
4187532,50.674289,10.903023
4187532,50.674272,10.902998
4187532,50.674263,10.902966
4187532,50.674252,10.902935
4187532,50.674251,10.902905
4187532,50.674247,10.902879
4187532,50.674245,10.902851
4187532,50.674243,10.902818
4187532,50.674241,10.902788
4187532,50.674241,10.902761
4187532,50.674239,10.902737
4187532,50.674237,10.902715
4187532,50.67424,10.902693
4187532,50.67424,10.902671
4187532,50.674238,10.902655
4187532,50.674234,10.902637
4187532,50.674232,10.902618
4187532,50.674228,10.902598
4187532,50.674227,10.902577
4187532,50.674227,10.902553
4187532,50.674227,10.902523
4187532,50.674223,10.902509
4187532,50.674221,10.902491
4187532,50.674223,10.902468
4187532,50.674223,10.902452
4187532,50.674226,10.90243
4187532,50.674226,10.902404
4187532,50.674226,10.902385
4187532,50.674229,10.902363
4187532,50.674229,10.90234
4187532,50.674227,10.902319
4187532,50.674225,10.902302
4187532,50.674221,10.902283
4187532,50.67422,10.902265
4187532,50.674221,10.902251
4187532,50.674226,10.902236
4187532,50.67423,10.902219
4187532,50.674234,10.902201
4187532,50.674238,10.902183
4187532,50.67424,10.902162
4187532,50.674243,10.902142
4187532,50.674244,10.902122
4187532,50.674247,10.902098
4187532,50.674252,10.902074
4187532,50.674254,10.902053
4187532,50.67426,10.902033
4187532,50.674261,10.902013
4187532,50.674266,10.901995
4187532,50.674273,10.901972
4187532,50.674281,10.901953
4187532,50.674286,10.901933
4187532,50.674289,10.901912
4187532,50.674293,10.901893
4187532,50.6743,10.901875
4187532,50.674306,10.901858
4187532,50.674311,10.90184
4187532,50.674318,10.901827
4187532,50.674319,10.901809
4187532,50.674325,10.901793
4187532,50.674331,10.901777
4187532,50.674336,10.901763
4187532,50.674346,10.901749
4187532,50.674359,10.901737
4187532,50.674371,10.901725
4187532,50.674381,10.901719
4187532,50.674395,10.901705
4187532,50.674405,10.901696
4187532,50.674415,10.901689
4187532,50.674427,10.901681
4187532,50.674436,10.901671
4187532,50.674446,10.901663
4187532,50.674456,10.901656
4187532,50.674466,10.901654
4187532,50.674472,10.90165
4187532,50.674479,10.901648
4187532,50.674491,10.901647
4187532,50.674505,10.901646
4187532,50.674517,10.901648
4187532,50.674529,10.901647
4187532,50.67454,10.901646
4187532,50.674551,10.901645
4187532,50.674562,10.901651
4187532,50.674572,10.901659
4187532,50.674581,10.901663
4187532,50.67459,10.901664
4187532,50.6746,10.901669
4187532,50.67461,10.901679
4187532,50.674622,10.901688
4187532,50.674633,10.901699
4187532,50.674642,10.901711
4187532,50.674652,10.901727
4187532,50.674661,10.901741
4187532,50.674668,10.901751
4187532,50.674676,10.901762
4187532,50.674686,10.901773
4187532,50.674692,10.901785
4187532,50.674701,10.901801
4187532,50.67471,10.901815
4187532,50.674719,10.901829
4187532,50.674729,10.901849
4187532,50.674738,10.901865
4187532,50.674751,10.90188
4187532,50.674761,10.901897
4187532,50.674774,10.901916
4187532,50.674783,10.901929
4187532,50.674794,10.901944
4187532,50.674805,10.901958
4187532,50.674812,10.901972
4187532,50.67482,10.901987
4187532,50.674828,10.902001
4187532,50.674839,10.902019
4187532,50.674849,10.902038
4187532,50.67486,10.902057
4187532,50.674868,10.902072
4187532,50.674879,10.902089
4187532,50.674891,10.902108
4187532,50.674903,10.902131
4187532,50.674912,10.90215
4187532,50.674919,10.902174
4187532,50.674929,10.902189
4187532,50.674939,10.902205
4187532,50.674948,10.902227
4187532,50.674955,10.902234
4187532,50.674964,10.902247
4187532,50.674973,10.902255
4187532,50.674983,10.902267
4187532,50.67499,10.902294
4187532,50.674993,10.902324
4187532,50.674998,10.902338
4187532,50.675005,10.902351
4187532,50.675015,10.902363
4187532,50.675024,10.902376
4187532,50.675033,10.902386
4187532,50.675044,10.902394
4187532,50.67505,10.902408
4187532,50.675058,10.902419
4187532,50.675067,10.902431
4187532,50.675076,10.902444
4187532,50.675083,10.902453
4187532,50.675091,10.902468
4187532,50.6751,10.90248
4187532,50.675109,10.902488
4187532,50.675119,10.902502
4187532,50.675129,10.902518
4187532,50.675142,10.902534
4187532,50.675154,10.902547
4187532,50.675158,10.902548
4187532,50.675165,10.902556
4187532,50.675175,10.902566
4187532,50.675186,10.902575
4187532,50.675194,10.902586
4187532,50.675207,10.902597
4187532,50.67522,10.90261
4187532,50.675229,10.902621
4187532,50.675242,10.902631
4187532,50.675258,10.902649
4187532,50.675274,10.902662
4187532,50.675287,10.902669
4187532,50.675299,10.902673
4187532,50.675311,10.902684
4187532,50.675319,10.902696
4187532,50.675327,10.902707
4187532,50.675341,10.902724
4187532,50.675354,10.902739
4187532,50.675367,10.902751
4187532,50.675376,10.902762
4187532,50.675388,10.902774
4187532,50.675402,10.902788
4187532,50.675418,10.902802
4187532,50.675432,10.902814
4187532,50.67545,10.902817
4187532,50.675463,10.902828
4187532,50.675477,10.902841
4187532,50.675494,10.902862
4187532,50.675504,10.902875
4187532,50.675516,10.90288
4187532,50.675528,10.902896
4187532,50.675544,10.902913
4187532,50.675559,10.902926
4187532,50.675571,10.902937
4187532,50.675587,10.902938
4187532,50.675602,10.90294
4187532,50.67561,10.902949
4187532,50.675621,10.902958
4187532,50.675635,10.902964
4187532,50.675653,10.902985
4187532,50.67567,10.902999
4187532,50.675676,10.903014
4187532,50.675689,10.90303
4187532,50.675701,10.903047
4187532,50.675715,10.903059
4187532,50.675726,10.903068
4187532,50.675741,10.903074
4187532,50.675757,10.903066
4187532,50.675763,10.903064
4187532,50.675767,10.903065
4187532,50.675775,10.903071
4187532,50.675784,10.903087
4187532,50.675796,10.903101
4187532,50.675801,10.903102
4187532,50.675813,10.903113
4187532,50.675831,10.903127
4187532,50.675847,10.903138
4187532,50.675867,10.903145
4187532,50.675879,10.903142
4187532,50.675895,10.903139
4187532,50.67591,10.90314
4187532,50.675923,10.903142
4187532,50.675927,10.903146
4187532,50.675945,10.903155
4187532,50.67596,10.903151
4187532,50.675977,10.903147
4187532,50.675988,10.903151
4187532,50.676001,10.903153
4187532,50.676013,10.903154
4187532,50.676024,10.903157
4187532,50.676036,10.90316
4187532,50.676048,10.903161
4187532,50.676063,10.903165
4187532,50.676078,10.903169
4187532,50.676092,10.90317
4187532,50.676107,10.903175
4187532,50.676119,10.903176
4187532,50.676131,10.903178
4187532,50.676142,10.90318
4187532,50.676156,10.903177
4187532,50.67617,10.903177
4187532,50.676184,10.90318
4187532,50.676198,10.903182
4187532,50.676209,10.903183
4187532,50.676223,10.903183
4187532,50.67624,10.903185
4187532,50.676254,10.903184
4187532,50.676265,10.90318
4187532,50.676275,10.903175
4187532,50.676289,10.903168
4187532,50.676304,10.903163
4187532,50.676322,10.903153
4187532,50.676335,10.903141
4187532,50.67635,10.903126
4187532,50.676363,10.903118
4187532,50.676375,10.903106
4187532,50.676388,10.903091
4187532,50.6764,10.903075
4187532,50.676412,10.903058
4187532,50.676423,10.903043
4187532,50.676431,10.90303
4187532,50.676443,10.90301
4187532,50.676452,10.90299
4187532,50.676461,10.90297
4187532,50.676468,10.902954
4187532,50.676478,10.90294
4187532,50.676489,10.90292
4187532,50.676497,10.902896
4187532,50.676505,10.902871
4187532,50.676513,10.902853
4187532,50.67652,10.902833
4187532,50.676524,10.902815
4187532,50.676528,10.902799
4187532,50.676534,10.90278
4187532,50.67654,10.902762
4187532,50.676547,10.902743
4187532,50.676555,10.902723
4187532,50.676564,10.902707
4187532,50.676572,10.90269
4187532,50.676577,10.902673
4187532,50.676585,10.902653
4187532,50.676592,10.902633
4187532,50.676604,10.902612
4187532,50.676617,10.902587
4187532,50.676622,10.902573
4187532,50.676629,10.902556
4187532,50.676636,10.902536
4187532,50.676643,10.902516
4187532,50.676652,10.902496
4187532,50.676661,10.902472
4187532,50.676668,10.902453
4187532,50.676675,10.902432
4187532,50.676685,10.902411
4187532,50.676695,10.902387
4187532,50.6767,10.90237
4187532,50.676708,10.902348
4187532,50.676715,10.902324
4187532,50.676719,10.902303
4187532,50.676726,10.902286
4187532,50.676735,10.90227
4187532,50.676742,10.902257
4187532,50.676751,10.902238
4187532,50.676762,10.902218
4187532,50.676772,10.902195
4187532,50.676779,10.902172
4187532,50.676788,10.902153
4187532,50.676796,10.902133
4187532,50.676805,10.902114
4187532,50.676815,10.902097
4187532,50.676828,10.902077
4187532,50.67684,10.902061
4187532,50.676848,10.902039
4187532,50.676856,10.902022
4187532,50.676869,10.901996
4187532,50.676877,10.901974
4187532,50.676886,10.901955
4187532,50.676897,10.901934
4187532,50.676907,10.901918
4187532,50.676921,10.901901
4187532,50.676934,10.901873
4187532,50.676943,10.901846
4187532,50.676954,10.901823
4187532,50.676963,10.901799
4187532,50.676975,10.90177
4187532,50.67699,10.901749
4187532,50.677007,10.901726
4187532,50.67702,10.901704
4187532,50.67703,10.901678
4187532,50.677043,10.901652
4187532,50.67705,10.901627
4187532,50.677066,10.901589
4187532,50.677077,10.901558
4187532,50.677081,10.90153
4187532,50.67709,10.901499
4187532,50.677102,10.901467
4187532,50.677116,10.901427
4187532,50.677126,10.901393
4187532,50.677138,10.90136
4187532,50.677144,10.901333
4187532,50.677152,10.9013
4187532,50.677164,10.901269
4187532,50.677174,10.901238
4187532,50.677184,10.901198
4187532,50.677194,10.901166
4187532,50.677207,10.901129
4187532,50.677223,10.901096
4187532,50.67724,10.901063
4187532,50.677247,10.901039
4187532,50.677252,10.901012
4187532,50.677261,10.900991
4187532,50.677271,10.900963
4187532,50.677284,10.90093
4187532,50.677297,10.900904
4187532,50.67731,10.900875
4187532,50.677319,10.900852
4187532,50.677333,10.900823
4187532,50.677349,10.900792
4187532,50.677362,10.900767
4187532,50.677375,10.900743
4187532,50.677383,10.900719
4187532,50.677395,10.900687
4187532,50.677403,10.900656
4187532,50.677415,10.900623
4187532,50.677428,10.900596
4187532,50.677441,10.900572
4187532,50.67745,10.90055
4187532,50.677461,10.900516
4187532,50.677472,10.900484
4187532,50.677484,10.900458
4187532,50.677497,10.900431
4187532,50.677507,10.900407
4187532,50.67752,10.900376
4187532,50.677535,10.900341
4187532,50.677549,10.900312
4187532,50.677565,10.900281
4187532,50.677577,10.900253
4187532,50.677591,10.900221
4187532,50.677601,10.900184
4187532,50.677611,10.900151
4187532,50.677618,10.90012
4187532,50.677626,10.900091
4187532,50.677638,10.900056
4187532,50.67765,10.900021
4187532,50.677667,10.89998
4187532,50.677682,10.899945
4187532,50.677693,10.899919
4187532,50.677709,10.899887
4187532,50.677719,10.899855
4187532,50.677731,10.899815
4187532,50.677739,10.899776
4187532,50.677743,10.899732
4187532,50.677754,10.899696
4187532,50.677761,10.899658
4187532,50.677772,10.899616
4187532,50.677785,10.899576
4187532,50.677798,10.899542
4187532,50.67786,10.899347
4187532,50.677864,10.899322
4187532,50.677874,10.899299
4187532,50.677883,10.899257
4187532,50.677881,10.899218
4187532,50.677889,10.899177
4187532,50.677897,10.899145
4187532,50.677902,10.89911
4187532,50.677902,10.899062
4187532,50.677894,10.899019
4187532,50.677903,10.898982
4187532,50.677911,10.898947
4187532,50.67792,10.898906
4187532,50.677927,10.898857
4187532,50.677937,10.898811
4187532,50.677947,10.898771
4187532,50.677952,10.898741
4187532,50.677955,10.898695
4187532,50.677953,10.898665
4187532,50.677958,10.898623
4187532,50.677964,10.898594
4187532,50.677965,10.898565
4187532,50.677967,10.898533
4187532,50.677967,10.898498
4187532,50.677971,10.898458
4187532,50.677972,10.898426
4187532,50.677974,10.898401
4187532,50.677979,10.898371
4187532,50.677982,10.898334
4187532,50.677985,10.898308
4187532,50.677988,10.898269
4187532,50.67799,10.898237
4187532,50.677991,10.898211
4187532,50.677994,10.89818
4187532,50.677994,10.898141
4187532,50.677996,10.898108
4187532,50.677998,10.898071
4187532,50.678002,10.898042
4187532,50.678006,10.898007
4187532,50.678006,10.897972
4187532,50.677998,10.89793
4187532,50.677998,10.897896
4187532,50.677998,10.897865
4187532,50.677998,10.897827
4187532,50.678,10.897789
4187532,50.678001,10.897747
4187532,50.678002,10.897716
4187532,50.678006,10.897681
4187532,50.678012,10.897651
4187532,50.678021,10.897617
4187532,50.67803,10.897579
4187532,50.678037,10.897547
4187532,50.678046,10.897521
4187532,50.678056,10.897493
4187532,50.678065,10.897465
4187532,50.678074,10.897438
4187532,50.678086,10.897404
4187532,50.678096,10.897372
4187532,50.678101,10.897347
4187532,50.678106,10.897312
4187532,50.678114,10.897278
4187532,50.678123,10.897238
4187532,50.678128,10.897203
4187532,50.678132,10.897169
4187532,50.678137,10.897138
4187532,50.678142,10.897097
4187532,50.678146,10.897049
4187532,50.678151,10.897007
4187532,50.678154,10.896972
4187532,50.678155,10.896944
4187532,50.678157,10.896904
4187532,50.678158,10.896861
4187532,50.678158,10.89682
4187532,50.678161,10.896775
4187532,50.678154,10.89674
4187532,50.678154,10.896692
4187532,50.678158,10.896645
4187532,50.678158,10.896599
4187532,50.678158,10.896563
4187532,50.678156,10.89654
4187532,50.678151,10.896513
4187532,50.678147,10.896485
4187532,50.678149,10.896443
4187532,50.678148,10.896408
4187532,50.678151,10.896373
4187532,50.678151,10.896346
4187532,50.678154,10.896315
4187532,50.678155,10.89628
4187532,50.678157,10.896252
4187532,50.67816,10.896224
4187532,50.678163,10.8962
4187532,50.678167,10.896169
4187532,50.678171,10.896138
4187532,50.678173,10.896112
4187532,50.678172,10.896084
4187532,50.678169,10.896058
4187532,50.678172,10.896027
4187532,50.678176,10.895998
4187532,50.678179,10.895966
4187532,50.678183,10.895935
4187532,50.678187,10.895905
4187532,50.67819,10.895886
4187532,50.678195,10.895862
4187532,50.678201,10.89583
4187532,50.678206,10.895807
4187532,50.678209,10.895783
4187532,50.678212,10.895769
4187532,50.678216,10.895741
4187532,50.67822,10.895709
4187532,50.678226,10.895681
4187532,50.67823,10.895656
4187532,50.67823,10.895634
4187532,50.678228,10.895609
4187532,50.678232,10.895582
4187532,50.678238,10.895561
4187532,50.678245,10.895533
4187532,50.678251,10.895517
4187532,50.678257,10.895497
4187532,50.678261,10.895465
4187532,50.678266,10.895432
4187532,50.678272,10.895405
4187532,50.678275,10.895384
4187532,50.678277,10.89536
4187532,50.678284,10.89533
4187532,50.678289,10.895303
4187532,50.678291,10.895282
4187532,50.678295,10.895257
4187532,50.6783,10.89523
4187532,50.678308,10.895193
4187532,50.678314,10.895171
4187532,50.678321,10.895143
4187532,50.678328,10.895119
4187532,50.678334,10.895091
4187532,50.678338,10.895059
4187532,50.678341,10.895028
4187532,50.678346,10.89501
4187532,50.678354,10.894987
4187532,50.678359,10.89496
4187532,50.678363,10.894931
4187532,50.678367,10.894904
4187532,50.678371,10.894882
4187532,50.678376,10.894857
4187532,50.678379,10.894832
4187532,50.678384,10.894808
4187532,50.678389,10.89478
4187532,50.678391,10.894753
4187532,50.678395,10.894723
4187532,50.678398,10.894687
4187532,50.6784,10.894659
4187532,50.678402,10.89463
4187532,50.678405,10.894606
4187532,50.678407,10.894574
4187532,50.678411,10.894537
4187532,50.678413,10.894509
4187532,50.678413,10.894481
4187532,50.678415,10.894449
4187532,50.678417,10.894422
4187532,50.678422,10.894385
4187532,50.678427,10.894355
4187532,50.678429,10.894329
4187532,50.678432,10.894301
4187532,50.678433,10.894276
4187532,50.678434,10.894242
4187532,50.678431,10.894212
4187532,50.678431,10.894185
4187532,50.678431,10.894155
4187532,50.678432,10.894127
4187532,50.678432,10.894094
4187532,50.678432,10.894063
4187532,50.67843,10.894037
4187532,50.678433,10.894018
4187532,50.678433,10.893992
4187532,50.678431,10.893957
4187532,50.678431,10.893927
4187532,50.678433,10.893902
4187532,50.678431,10.89388
4187532,50.67843,10.893852
4187532,50.678429,10.893818
4187532,50.678429,10.893788
4187532,50.678428,10.893767
4187532,50.678428,10.89374
4187532,50.678428,10.89371
4187532,50.678424,10.893681
4187532,50.678421,10.893645
4187532,50.67842,10.89362
4187532,50.678417,10.893595
4187532,50.678415,10.89357
4187532,50.678417,10.893532
4187532,50.678415,10.8935
4187532,50.67841,10.893476
4187532,50.678407,10.893447
4187532,50.678405,10.893416
4187532,50.678398,10.893378
4187532,50.678391,10.89335
4187532,50.678391,10.893327
4187532,50.678391,10.893298
4187532,50.678385,10.893267
4187532,50.678378,10.893231
4187532,50.678375,10.893208
4187532,50.678372,10.893181
4187532,50.678368,10.893148
4187532,50.678363,10.893109
4187532,50.678359,10.893078
4187532,50.678358,10.893049
4187532,50.678358,10.893026
4187532,50.678357,10.892998
4187532,50.678353,10.892966
4187532,50.678349,10.892937
4187532,50.678341,10.89291
4187532,50.678337,10.892885
4187532,50.678332,10.892861
4187532,50.678326,10.89283
4187532,50.678324,10.892807
4187532,50.678318,10.892773
4187532,50.678315,10.892749
4187532,50.67831,10.892724
4187532,50.678305,10.892696
4187532,50.678298,10.892669
4187532,50.67829,10.892644
4187532,50.678285,10.892621
4187532,50.678283,10.89259
4187532,50.678277,10.892556
4187532,50.678271,10.892527
4187532,50.678265,10.892506
4187532,50.678257,10.892483
4187532,50.67825,10.892457
4187532,50.678241,10.892429
4187532,50.678234,10.892406
4187532,50.678228,10.892388
4187532,50.678222,10.892361
4187532,50.678214,10.892335
4187532,50.678208,10.892313
4187532,50.678206,10.892294
4187532,50.678201,10.892273
4187532,50.678196,10.892247
4187532,50.67819,10.892222
4187532,50.678178,10.892196
4187532,50.678171,10.89217
4187532,50.678168,10.892149
4187532,50.678165,10.892126
4187532,50.678161,10.892107
4187532,50.678153,10.892078
4187532,50.67815,10.892054
